"","A549.Mock.A","A549.Mock.B","A549.Mock.C","A549.Virus.A","A549.Virus.B","A549.Virus.C","A549.KO3.Mock.A","A549.KO3.Mock.B","A549.KO3.Mock.C","A549.KO3.Virus.A","A549.KO3.Virus.B","A549.KO3.Virus.C"
"TC15000107.hg.1",2.0151210160576,1.8531994701255,1.91772407353992,2.18345666158908,1.94738777127331,2.35884054294041,2.04859553160215,1.98323290518681,2.38460693544786,2.42468850639781,2.04644048179112,2.0447663789159
"TC15000109.hg.1",2.16578504200066,2.28412785470305,2.452529253568,2.73845369106292,2.71660334501437,2.80100898234244,2.26732278550231,2.42557295230898,2.47257450376818,3.30084614283334,3.19586444725451,2.54137290330779
"TC15000110.hg.1",2.24886141880951,2.11003597251534,2.20291968577079,2.45750605587159,2.48765892179161,2.28253947700486,2.16768626687148,2.11171623812209,2.26249437424978,2.7625741711377,2.4352024837567,2.43290701333446
"TC15000113.hg.1",3.26864414774532,2.93765306584327,3.17753912294343,3.50841410039363,3.62680573394165,3.25136501749619,3.25603608440625,2.98968703692367,3.07589462135532,3.41608696752236,2.92791500239731,3.41184728083888
"TC15000071.hg.1",4.4625336367019,4.42941178941922,4.63470603809325,4.49810985303319,4.52989629399701,5.06908271003245,5.18198867177805,5.02913408012321,5.17060316346495,5.02317566871971,5.04921142970827,5.18264092735532
"TC15000095.hg.1",4.74604505339023,4.62959105582283,5.03471061071731,5.18372220197238,4.82205603050997,4.94678054525616,5.10450818520182,4.83453276239766,4.82530188566973,4.89080962665486,5.17265758316188,5.01375301494942
"TC15000097.hg.1",2.56012289870412,2.65777918390637,2.27738547394384,2.16769921762522,2.44690565235364,2.50031120308945,2.64038105843144,2.64520500309369,2.28157543254676,2.47199267080209,2.45472465460563,2.30235103369232
"TC15000098.hg.1",1.73194408510885,1.92488643468547,1.98305819293719,2.21841427592647,1.87913417518617,2.40957354420637,2.26874299474872,1.75228377054529,1.98045867003469,1.95244870883385,2.23361905650764,2.06717517887716
"TC15000114.hg.1",2.70079209641901,2.89215524075914,3.02639682260099,2.70401197481945,2.86644351441992,2.95723480176072,3.13655625194316,2.90207440957017,3.07051439685233,2.91619304832344,2.80755830089118,2.63963615555956
"TC10001599.hg.1",6.15917673364667,6.3428077045734,6.18213921744864,6.40646396059921,6.2697708423391,6.16893816682441,6.14441708324915,6.32330362739267,5.89230781743701,6.04767201778566,6.00248760099821,6.36803153962124
"TC11001922.hg.1",6.53075209423913,6.51280037574769,6.40829495043702,6.56131557775231,6.61795673583125,6.33068406362951,6.50331922628064,6.47014466952128,6.16258590274579,6.28230469432493,6.27050608481561,6.3833766244414
"TC12002167.hg.1",5.48687008266777,5.59703007067614,5.30805796012635,5.39949831891399,5.40150028276971,5.22646005362186,5.65417341217732,5.75996323256807,5.81630841314401,5.47480154571484,5.32888929869226,5.5250101704356
"TC10001953.hg.1",2.60615223482579,2.5502561296616,2.7647621734208,2.60702451311991,3.09922899417791,2.92811912593743,2.62656663697545,2.70132564152137,2.97374038680762,2.69760659570042,3.28248523736578,2.62924082324292
"TC05001879.hg.1",7.73435653360938,7.67570683433637,7.76553177444999,7.51142030397798,7.47664927414575,7.53372960567931,7.59849745126471,7.60428423138358,7.69083992359516,7.45276265886165,7.48313421431337,7.43300107341432
"TC19000932.hg.1",3.04085031099153,3.00691962170842,3.36536838430776,3.26255106668904,3.07590811672987,2.98744259114971,3.16064904367971,3.246915621865,3.20742399938878,3.13692002294722,3.29681723035729,3.10726592490405
"TC11002082.hg.1",5.43103593327911,5.39869980919839,5.24758532743689,5.52312927657008,5.42183095858395,5.21351267432398,5.34658418731677,5.33219309863595,5.12856071356171,5.0844442296674,5.17447028166531,5.29660780966672
"TC0X000593.hg.1",7.8949927179183,7.89815793335824,7.79433239756221,8.25126543392808,8.2947087475258,8.63616841010819,7.93784156253718,7.78871530247868,8.1862663481322,8.59995834037968,8.69547631710474,8.45957941375456
"TC04000599.hg.1",7.38750345192985,7.14420348688282,7.50846265422483,7.45464491774763,7.3548232955149,7.63784509802706,7.82779930306406,7.74486077183405,7.99038453750646,7.94012332447327,8.01485573774876,7.64352314699533
"TC07003027.hg.1",9.51068893795266,9.72788469611316,9.76120673382745,9.13839849828553,9.03513330568218,9.3617934688805,10.4363911635544,10.3867306559715,10.6887688395028,10.3748104213729,10.2157264997092,10.2741320364281
"TC0X000054.hg.1",4.33823334849182,4.2924653867013,4.17133097496112,4.27828121222113,4.25623662733954,3.95696152116537,4.16713244119379,4.10078713717518,3.97440239290443,4.04229451033392,4.03748099802859,4.18382565715983
"TC19001374.hg.1",7.70675819170353,7.84589360727245,7.84808073038135,7.81745668757849,7.79619453371799,7.93796026271108,7.1815276080486,6.82269825685204,7.17448815338851,7.83902657812018,7.55200308360871,7.5944448479575
"TC20001184.hg.1",5.3195238610163,5.52925389734372,5.21325263750847,5.36277309328188,5.55500987038488,5.5135818962381,5.535572872341,5.75167878772003,5.86435290870144,5.88608924393042,6.18744105179882,5.93247675979502
"TC20000561.hg.1",7.60227431432345,7.72530664177964,7.86157852469723,7.60284077476633,7.74898102246666,7.86272910711549,7.88592981391055,7.79321946394821,7.74924250977363,7.84766023425867,7.89725546729058,7.66118624132981
"TC05000067.hg.1",5.41507851271557,5.30662181424274,5.6644320343313,5.56819516207736,5.38314887883585,5.15385234807165,5.24391046185403,5.3700060714123,4.90731568838927,4.7800300653334,4.61109077547379,5.50981451708288
"TC20000530.hg.1",6.64555144051996,6.42879473526196,6.56185311648451,6.61716999069699,6.94965991749413,6.50645749636571,6.40715734432199,6.55105242320519,6.31067626346993,6.41259877809989,6.43559697297326,6.74684480001287
"TC14000265.hg.1",3.9676561931655,4.79031158938318,4.8856630117385,4.52236799838481,4.58292327191595,4.99307568425401,5.15144983430166,4.79816184879595,5.1728507594309,4.99126476608517,4.66219139933062,4.82058472258609
"TC14000881.hg.1",4.98869286352269,4.66746885367106,4.94735715332969,4.30121971271961,4.62192436384333,4.9143877802573,5.05713894680618,4.8021984496961,5.09580141676525,5.07532193550875,4.85325842303506,4.74797268814725
"TC02001190.hg.1",4.54029491027889,4.18487661934949,4.54183828207603,4.29540622456464,4.58094422123326,4.1478243547675,4.39621441536415,4.25530485967897,4.46107909705014,4.20236423644745,4.1694961890615,4.2647285765625
"TC20000388.hg.1",7.88512911421074,7.78816357675043,8.04693413759905,7.89995128645796,8.07383954423493,8.482050979165,8.282201767768,8.09404037914944,8.16556839286499,8.37120984763383,8.10058184766421,7.8501506482187
"TC06000083.hg.1",7.38724863646909,7.35695109732371,7.40673644423015,6.88804656660136,6.9752255192823,6.95138623434808,7.25373542249657,7.27582476560895,7.21736573082546,6.86255478218812,7.02732607039616,6.85163623646397
"TC18000504.hg.1",6.78354254712566,7.07306062618626,7.02273819620736,6.88444590943402,7.1638039514543,7.77221389604999,7.50574378439819,6.99338514262963,7.54736902017041,7.49219598654176,7.54271849567254,7.18495451587149
"TC06001254.hg.1",5.88265288914238,5.7201302628675,5.40980881321106,5.50230159151088,5.46192378377893,5.33858015669927,5.64601470975161,5.74491929207624,5.81719866871778,5.36782681767473,5.40064880072121,5.28601743293425
"TC17000796.hg.1",8.40845454091122,8.33173615579098,8.31954374092507,8.08902556070844,8.29559503892387,8.33063315900873,8.68187200016126,8.72142282892613,8.84249788813653,8.75475869419347,8.75029682644934,8.5915973301481
"TC0X000235.hg.1",6.18765642258881,6.0270835880439,6.13919968457669,6.2971358135925,6.22396786900286,5.93601832990503,6.24578203754417,6.37312734873039,5.95016083853753,5.92348779589409,6.15513070092754,6.30847833232512
"TC12001557.hg.1",6.55438836284304,6.68504411021048,6.48418832827539,6.65417261538493,6.65297100178537,6.41526856084023,6.60461712846167,6.50890967725171,6.27012705395349,6.25016155291504,6.33880469543113,6.59180889764401
"TC03002510.hg.1",8.21227550330267,8.22473641844419,8.23575760592507,7.74809441106114,7.8019765535732,7.9552377403679,8.02900433235639,7.8923650296393,8.20900793997369,7.90160880768068,7.79170316865093,7.69771078811888
"TC0X002265.hg.1",5.05395676685934,5.23323069586165,5.18226409001446,5.22954828394823,5.2378263920084,5.08081903076006,5.15493227870688,5.10548649983455,4.95533616660458,4.96185809928723,5.00319050361303,5.27813334550012
"TC20000987.hg.1",5.93518621621783,5.86797895237075,5.98530284051171,6.08760910708053,6.1598836998442,5.80478348730429,5.93621597079162,6.0851418143921,5.75920233972796,6.02099891851701,5.57759894166912,5.98926977468295
"TC14000738.hg.1",2.63250041343804,2.67849760429694,2.48021033038716,2.50309457731223,2.94141671909544,2.48792057187539,2.40963813129136,2.77918060060365,2.53195716333404,2.20270048464821,2.51331329717152,2.38361371971693
"TC0X001388.hg.1",2.02179278125583,1.93169421940739,2.47060444121474,2.26170456681439,2.28986182081228,2.56782854492212,2.02055482401686,2.23007125898954,2.38650970440531,2.20958156549051,2.56732755610492,2.15615601239564
"TC0X001455.hg.1",1.93326341073637,1.71768037581633,1.87694757253725,1.70005688549265,2.46044936357915,1.95775446472384,1.94456515578901,2.35979720369258,1.93386217765512,1.81364422731503,1.91792572274983,1.61815773037996
"TC0X001452.hg.1",3.27095711102825,2.89058842047704,2.94398829320828,3.41352834569437,3.01554689873673,3.15061824754248,3.48111906446736,3.14724055718688,3.35674184393232,3.00540499004577,3.09403573435331,3.11818434788844
"TC14000758.hg.1",6.72168478483356,6.51065965761453,6.56362188029452,6.69419755382243,6.70277472946342,6.33522978145431,6.33426323976439,6.45616581624571,6.36244103069678,6.28012079439074,6.44119660104448,6.58659196652312
"TC17000156.hg.1",5.65006493851597,5.82149421046603,5.5360609491012,5.68526831064287,5.8354784561284,5.57141599922691,5.58319882149839,5.47338926880623,5.30215374139009,5.33028951392177,5.33753199214436,5.70127304961275
"TC06000342.hg.1",6.91081795813014,7.0241078368066,6.85961613558925,7.22250228375156,7.10619375247743,6.82528738413387,6.8433663328501,6.96164847297209,6.67989204240149,6.79760803832169,6.88429673919915,7.11474637810159
"TC14000653.hg.1",5.00601455561636,5.25902704905761,5.06951217152623,5.1495138418922,5.0624127327197,4.95246808315859,5.19746365053454,5.41769627881745,4.92309643119446,4.76787391254094,5.08557014644723,5.03932101894484
"TC09000995.hg.1",4.20615754795176,4.14167822856712,3.93127376782699,4.02311260597207,4.2304287881233,4.07240101654304,3.83199810209392,3.79937753232269,3.48699219596926,3.81055208276902,4.32520507890286,3.95419462441671
"TC0X001159.hg.1",2.08259509880321,2.51010210790297,2.65030227578864,2.37170397434832,2.52750453566414,2.32596021405861,2.28156447755243,2.31785756538727,2.25388193471488,2.42205395997362,2.57232934651493,2.67349184745552
"TC22000097.hg.1",4.0118414210591,4.43961019996378,4.25437798772719,4.04675531357787,3.80209890218794,3.83043813112556,4.05380778971191,3.98553115684588,3.61617181851091,3.91712481124221,3.77242680510374,3.99817782330876
"TC0X000663.hg.1",3.66311202308709,3.29439270457512,3.49888878592935,3.83614191701947,3.88999914927425,3.56373546844485,3.96129266457859,3.83532279801025,3.43766202310711,3.25348642803531,3.51467701015025,3.40994228793826
"TC10001146.hg.1",4.42144506329812,4.09830222595308,4.05801487992964,3.77207211732378,4.14335507616398,3.89288120925408,4.34133400690369,4.22469899469743,4.5706261132704,4.20489178391218,4.32862882695754,4.05626072559092
"TC16000069.hg.1",8.10118868632488,8.13734255141518,8.13036222588017,8.20153503241396,8.30492303809655,8.05487209493908,7.8987977378221,8.16701886963708,7.90524780921343,7.89601334710075,7.97355509266364,8.03357002122026
"TC01001027.hg.1",4.90494871459507,4.95787482943843,4.7695905810432,5.13002003130104,4.64324658065943,4.60226849216573,4.46502658015412,4.69396218761131,4.79577256559016,4.51383752193729,4.66698169173919,4.37969229384196
"TC11002142.hg.1",4.17348067080464,4.08781764929543,4.23700884438714,4.02379618126017,4.19838413713808,4.00890044630375,4.40517259561005,4.2476993666907,3.89239571014398,3.98045629669786,3.48741884962438,4.00399961743839
"TC03001161.hg.1",7.72149016765705,7.48230786914218,7.44400609112283,7.75048632752834,7.60159966302718,7.45369031276802,7.45080570660749,7.58191556204813,7.31992380636013,7.22672562867765,7.25940452444654,7.62419482382683
"TC14000727.hg.1",3.89941146424888,3.87879491108856,3.50028092685325,3.92377272333311,3.88155823056952,3.64143208084662,3.84414369631002,3.53544102225058,3.29086670086664,3.34137451097455,3.0321792980691,3.59845949674397
"TC0X001456.hg.1",4.78558355363806,4.93339085095198,5.05661494994543,5.14755436516646,5.1055565996092,4.91336607040933,4.95225344652817,5.06791499484691,4.91471870232737,4.71389307514128,4.82890134059662,5.18623254094785
"TC0X001453.hg.1",3.30586876882954,2.94892993660485,3.03408788989197,3.67129633733654,2.91925196881749,3.24781656243393,2.81791623047095,3.24977598041755,3.11786523222568,2.83190827122665,2.85142316494639,3.14209403375356
"TC05001818.hg.1",6.03464381058192,5.93288372743134,5.74664232840995,5.92739471097231,6.12523350312322,5.75151425244426,5.89778425853083,5.76720002747809,5.61308425557855,5.54451245454543,5.55173998377229,5.90405005073607
"TC14000745.hg.1",2.25481775333302,2.3977277225709,2.19514415018434,2.539122541098,2.5716615671905,2.64015504302722,2.25097442905198,2.64280454401188,1.84739956350375,2.31868839102638,2.38379738561335,2.24135377897818
"TC01003288.hg.1",2.75471871693426,2.88713726534859,2.73205895566955,2.18739984511889,2.29896682366664,2.54728365505388,2.44916400440516,2.63254035141015,2.8769889750012,2.38104380707924,2.54363170698149,2.56612217618683
"TC01000865.hg.1",6.51595263859555,6.1265334493975,6.38465566034253,6.5375565298838,6.55901705771597,5.92016789191198,5.94077214774155,6.17781776754684,6.06241404369927,6.24244364481382,6.13573029598173,6.4011540047527
"TC01003471.hg.1",6.24021325140535,6.2751032604627,6.34935623449014,6.39498434353593,6.30966043632285,6.09180073344259,6.49960248041976,6.11119537439144,6.00903293858432,6.10295161792397,6.24701082539364,6.07473513125502
"TC02002546.hg.1",9.21354652271598,9.35750568039668,9.33618876402365,9.42335018695227,9.48285003599766,9.24073238478672,9.34843161503601,9.33097315287629,9.03728572592017,9.01632286970826,9.07781535484744,9.13646536869329
"TC19000722.hg.1",7.00804148268096,6.93013042630065,6.87605526314663,7.0496250058838,6.95643660016401,6.76042149525351,6.92666819325633,6.80763388987847,6.5720261809181,6.61882886498658,6.79359114583864,6.96127276845952
"TC19000762.hg.1",6.93584955146023,6.83017695006777,6.89793212723244,7.07924905691995,6.97855046388926,6.93308823508395,6.80507892809228,6.75652076516517,6.62511741018686,6.45012996446429,6.56715491795441,6.74795867199719
"TC11001483.hg.1",5.16272539654965,5.28386850135348,4.84999903672799,5.49250934426198,5.3752717368457,5.42462838211993,5.04962982449634,4.99098692088741,4.90327317780168,4.69253415180902,5.14818486641198,5.05118119382889
"TC03001128.hg.1",5.14856114863166,4.78038202237397,5.05430260141562,5.07424924905905,4.99728838153087,4.95239312198907,4.81154051641247,4.9274670154449,4.77639051474579,4.65453768564287,4.70588617406136,4.48394889136437
"TC20001015.hg.1",6.28014097251227,6.33867458748439,6.34799979483929,6.39426764214374,6.34934758227838,6.31551334684487,6.14187865948351,6.09418160021434,6.04686228347153,6.12573374422607,6.03330414374982,6.15319527500784
"TC08001407.hg.1",4.74475089824337,4.78633579682829,4.83583202008892,4.69741475168554,4.56556024767824,5.02083369253071,4.27759507996061,4.11009084841967,4.27931744212853,4.35293795815247,4.33664155587183,4.1606896316021
"TC17002492.hg.1",3.87501629607395,3.95573152706526,3.66395555313359,4.1474865802443,3.91207022389344,3.9418383131144,3.9494716898572,4.13894608274631,3.58604300037299,3.75842663964046,3.8459595334582,3.99800855912516
"TC04001602.hg.1",6.56275412017631,6.36852715586723,6.37452202236654,6.68526090438812,6.83659445590117,6.49865631315701,6.41734257570619,6.56202924153044,6.2044527347937,6.45891901406763,6.59773590798882,6.58335413842736
"TC09000433.hg.1",6.50968576381179,6.58772057209894,6.49860258443383,6.53745826674077,6.55612717639545,6.39869083066134,6.39450766337237,6.46307560962763,6.21970093157125,6.20585925641279,6.30095201662825,6.39000043602101
"TC07002221.hg.1",5.46504095927484,5.49476197046465,5.39511163057455,5.47748904759725,5.42022962791555,5.23547533090487,5.23154069147341,5.53990158562515,5.08181933697018,5.1561660060976,5.05785441735366,5.41647490684034
"TC06002320.hg.1",7.30434362600727,7.33128449530048,7.22238708930217,7.35473726705704,7.37861680325183,7.10603760580435,7.16055527721147,7.19445197417793,6.89634892125111,7.0127432411214,6.97919174227499,7.22765276508829
"TC08000484.hg.1",5.7120494090553,5.69086318540428,5.61518891540078,5.77035850218857,5.93623668997292,5.52642533929244,5.81346400916726,5.81001345862179,5.55309598812402,5.45238159082145,5.650197850567,5.69376249246076
"TC03001986.hg.1",4.53818301274926,4.52044227869662,4.39673911387221,4.70498006929113,4.70852848670314,4.54069079428913,4.59084084384747,4.62500907616207,4.30857366750703,4.47808994143944,4.2619999667511,4.676405341825
"TC06002206.hg.1",4.92171800655263,4.74197024144686,4.89115786652766,4.91083559929521,4.98502267332379,4.60721908987417,4.70991412437635,4.7702474356356,4.68569172032048,4.26094371565306,4.53829985182304,4.72104156284513
"TC19002254.hg.1",6.27336068037596,6.3658233244795,6.35288972955325,6.34806075707437,6.45134252243856,6.02993284464753,6.27205476818246,6.22923840816412,6.04228139737337,5.91568171972221,5.97835418082716,6.19169924484888
"TC12001109.hg.1",6.70052135236496,6.67846703619414,6.63484568820543,6.88600294478854,6.84752734977853,6.6737478747674,6.48731958278828,6.742529558846,6.2681685015161,6.48831716746819,6.22191837156169,6.49149586378728
"TC03001089.hg.1",6.27905646420994,6.30596576326484,6.20407219272291,6.44727970919563,6.37411652529267,6.27985627977312,6.1387273809032,6.09873171036759,6.01165249476296,6.08939326020482,5.99498777127492,6.03771322335878
"TC07003258.hg.1",5.22983843879874,5.37270094657272,4.84580722274718,5.28225071389073,5.37238304648161,5.11683306017707,5.11814539512819,5.14615787114369,4.9286549739047,5.02664736312283,4.77322974734106,4.92655238746352
"TC17001114.hg.1",5.09248557026054,5.05208939431269,4.9551544947293,4.58452382649845,4.63957384041554,4.56637189846607,5.47073910913526,5.00778835793367,5.76587105736269,4.89235161800366,4.81162701931212,5.0609559124792
"TC10002149.hg.1",5.41652782838051,5.32124833377347,5.35690208976537,5.36936826746167,5.28662457035654,5.12115288385102,5.3556466527766,5.33675313732426,5.0975826119564,5.15009099295685,5.04719659048912,5.33866295965144
"TC20001002.hg.1",6.34007294912648,6.43083240809495,6.41993360458675,6.59898271061157,6.49424612329149,6.16634485709571,6.43485040566534,6.63964505026791,5.99235045776583,5.98054811943596,6.27884049308357,6.46139715286492
"TC05001028.hg.1",6.0678305241559,6.0490939514697,6.09519464393221,6.15953008672355,6.15340388076094,5.87540203510163,5.97722945819396,6.10644712001943,5.88441620111576,5.84858879725067,5.7838637273505,5.93551619502822
"TC11002219.hg.1",4.77121870265217,4.71423883911064,4.81476079069114,5.14193624195927,5.06830423727794,4.75569331042901,4.98320530955413,5.27087645022643,4.6281996866448,4.82374093437051,4.69985542014003,4.99003228605532
"TC19002263.hg.1",5.9164488368775,6.01332445522844,6.10512468611354,6.11950703098953,5.93153232573019,5.71290276689263,5.6810187568451,5.96892024177491,5.70658503910352,5.95428964376622,5.78785535621632,5.91997614000621
"TC0X000665.hg.1",5.71967244690229,5.76788730611337,5.64298788038329,5.74777731464231,5.78781204302294,5.5966299975102,5.84603886658487,5.83234211716363,5.44901106469071,5.5486877302628,5.49666184928668,5.65222337472829
"TC20000673.hg.1",5.43558448597499,5.45616979318887,5.43476283948134,5.4583434608506,5.44347294543818,5.05340755167148,5.42175823563475,5.45849214332249,5.10068348431282,5.24086920751876,5.16332446453198,5.31236774394135
"TC07000953.hg.1",5.59757577874441,5.8155633447596,5.50651593455057,5.73460236111402,5.67558113129991,6.11966723123608,5.99846492674522,5.64081005263624,6.08601695525129,6.03262312161942,6.05909848650521,5.95784757937371
"TC19000071.hg.1",7.32734553622729,7.34949779054113,7.39137052224787,7.37295336340808,7.52202981165664,7.22792417145655,7.25981199452502,7.30528717844247,7.08521683411357,7.03702005392392,6.99017082192362,7.32346052033396
"TC09002356.hg.1",6.86343056452105,6.78112641598803,6.64073266240929,6.75059055655671,6.77596074258438,6.61503605650028,6.58496031658647,6.76560046495853,6.475638482837,6.39149366733348,6.47714728251148,6.61670667426118
"TC19000469.hg.1",5.56678711204777,5.63863853824369,5.5400558621175,5.6940719656163,5.63933955608381,5.49807664448961,5.55865387452352,5.61092320777975,5.28662322195187,5.43052283961086,5.37892852651574,5.673066421176
"TC15002096.hg.1",6.2771935601993,6.27051495341037,6.18012913458762,6.27718201423734,6.24910396333326,6.0861098211616,5.98711947735868,6.17242810293012,5.98858078549506,5.93262469040361,6.03742363038208,6.10099654631172
"TC02001673.hg.1",10.6502481094966,10.58556566723,10.5667870685557,10.5249222624153,10.5315381048889,10.4919129198309,10.3703892681616,10.340382802298,10.3900656270841,10.3071671717247,10.3567762064783,10.3254755251255
"TC01002922.hg.1",4.7261865772321,4.38765228922428,4.54100411992967,4.6386032805098,4.4457431785291,4.35895825583546,4.66632001606395,4.6325072500845,4.16060388070157,4.40167122916542,4.39043890278936,4.19951495066406
