"","A549.Mock.A","A549.Mock.B","A549.Mock.C","A549.Virus.A","A549.Virus.B","A549.Virus.C","A549.KO3.Mock.A","A549.KO3.Mock.B","A549.KO3.Mock.C","A549.KO3.Virus.A","A549.KO3.Virus.B","A549.KO3.Virus.C"
"DENND5A",8.24484472760136,8.19609642746208,8.25360083408172,8.40597887654096,8.4229558489215,8.55408471813011,8.3068244669195,8.3279540254939,8.48402426546195,8.96479640808112,8.98036479293845,8.86401198509786
"AGTPBP1",7.37935763834026,7.4300844953403,7.51126007612104,6.80302773063835,6.7739340290311,7.10387456073189,7.34657897727591,7.27683499894629,7.5503422871629,7.06455910391812,7.1405240652452,6.935550453011
"FMR1",8.57530449208655,8.62345762586831,8.66718240349703,9.42962256344565,9.33233911759958,9.64675686176337,8.59136117868786,8.5092926753025,8.86534911354258,9.81027274031655,9.76185090459902,9.6864260423224
"RPGRIP1L",6.97620052724072,6.96173706264687,7.01187210166036,6.35236152063187,6.33481493515352,6.69235434808162,6.71536713436596,6.54778212370645,7.02337746807208,6.65241467476757,6.6725318725203,6.5205077187276
"WASHC4",8.88446995208645,8.9784763461244,9.01641762212335,9.49062707913986,9.3689601265567,9.69348515963225,8.98843652459751,8.84337676762404,9.19473246399022,10.0406381231353,9.9038955141379,9.94145534672971
"DPY19L1",8.68388361869511,8.80401445867919,8.82015108496296,8.60958714289387,8.59845929848528,8.86962276726288,9.24659440107382,9.22149703029138,9.44876404221981,9.76111397347709,9.62412343630061,9.66703748125537
"JADE2",8.31556754907864,8.25199943428678,8.33786602298335,8.73391279022698,8.75223253615455,8.86036881749671,8.63019855664208,8.62911775736696,8.74366505268791,9.40873311088538,9.47412382315215,9.27375748048983
"SYNE1",6.22359687887687,6.11421709658377,6.10857483083603,5.89507957043759,5.81142546164448,5.92763487797204,5.60862887313593,5.60238925421343,5.62522606671055,5.48804128094985,5.47752763313138,5.45235498229605
"SMCHD1",8.19337714322157,8.29505798868019,8.35906342235851,8.43677382923659,8.43651486526918,8.83693343262003,8.36100813518826,8.25932659694354,8.66409082573522,9.06248926221644,8.97191360764855,8.91401746377282
"FN1",8.88454754270751,8.94905373176969,8.99104301673757,9.03531427437472,9.19537254823186,9.28827288664041,9.86941851242507,9.89761194397681,10.0752658900521,10.4758246182417,10.4719065129784,10.3886257024004
"NCSTN",7.77530195248157,7.76156978914949,7.81251050487882,7.74959937404412,7.75070892507847,7.91738034723896,8.24387946871162,8.23683345368813,8.45424071949735,8.49878270208253,8.58227007720445,8.40085675724443
"DICER1",6.50678960926757,6.40406423555159,6.59879541552874,6.73978465301367,6.85360919376857,6.9949076851228,7.10168145892253,6.86023322537846,7.10362049594545,7.01056996695551,7.23074556724999,6.89765951770352
"COTL1",10.0290593391864,9.94688298818717,10.0430045266193,9.65453722317406,9.58216711321279,9.75642909949659,8.90690967170139,8.86800398099507,9.0285431951704,8.82401987907746,8.90995874856293,8.75253539947861
"SIRT1",8.24092567861627,8.18997480507324,8.27265736572761,8.28664182789143,8.28021357024671,8.54553300982554,8.73756761171848,8.64860096823549,8.99748337870542,9.04817541943108,9.02561557217819,8.89889690403546
"TDRD7",7.25655438498352,7.22302326370202,7.34296448812699,9.34129683705898,9.34829182197776,9.59202263122485,7.1154447628105,6.9727706226296,7.41395292873348,9.54929181369127,9.57484061051196,9.42023023656586
"ABCA5",5.48236674892379,5.57370392347635,5.61827756989316,5.14677500360412,5.14897096149878,5.50828004025899,6.15251881172174,6.02719343391942,6.5754032947237,6.18904215967116,6.16360310806369,5.87121217915522
"POFUT1",7.8021538770346,7.73091396657947,7.83626192434092,7.53633318131151,7.61295435149214,7.67988731189241,8.0749781042494,8.09931889824204,8.22404172358962,8.11217959483911,8.1713916752613,8.09367747180331
"RPL13A",10.6972824149164,10.7190367024471,10.8151807904435,10.0883364507709,10.1439575624055,10.4223924627909,10.55119179245,10.4462694852442,10.6723170199805,10.2545527862107,10.3321600926807,10.1758967858708
"MMD",9.95871304708928,10.0359901067074,10.0342901501306,9.18192201311161,9.33847845686877,9.5013967276486,10.4582075530728,10.4317176188373,10.6963243487243,10.1431173641282,10.0843792603388,10.0606892366046
"FOSL2",8.02401357872036,7.95054358051646,8.0042024284229,8.12615809768419,8.18775530853643,8.26533275866513,7.34968526182264,7.34745466477643,7.3601292521517,7.39559363501921,7.38814496759597,7.39825933809079
"CCNDBP1",7.17984791746861,7.15184027890875,7.21940348394016,6.65478837934238,6.57809388227522,6.79800260089014,7.49278088859124,7.41686787350152,7.75729550820429,7.11321487332662,7.20606279777952,7.10728466677847
"TMEM50A",9.92117909048205,9.87647675555098,9.93509130968006,10.5129175328661,10.4724152158497,10.6085691077545,9.94409662320406,9.84751509980809,10.039077345278,10.6059687607741,10.5671285739284,10.5500340587276
"DDX58",6.48035015387742,6.28215724179237,6.52478030034367,10.5229335450486,10.4841466156935,10.727348713663,5.68834837587967,5.53159248940936,5.99064383341967,10.8430049388405,10.7798814928154,10.7730844553271
"KLHDC2",7.54849395362365,7.50359040506892,7.60834839015562,6.93923599784003,6.96522663728571,7.25445495248655,7.70416853455199,7.5683031910666,7.96930617103902,7.58204866727043,7.56103798756382,7.4736142852193
"PHLDA3",4.99025629605192,4.87029686682143,4.87457946462473,5.0980167263626,5.01855527299749,5.45722933957764,3.81861324060999,4.34310831295095,3.57208013978153,3.81409517333589,3.81556628332921,3.62744590348207
"SSBP2",7.13352032075324,7.19728735342102,7.23099891939021,6.95698683174368,7.0480337555987,7.03553016859835,7.6464308495203,7.62408751736556,7.85411122536459,7.69210243661862,7.6557459281513,7.59213553136625
"PPP1R15A",7.2317368389413,7.15884097602821,7.19106011494022,7.75894978421158,7.97944615968417,7.92558048154737,6.82884504902897,7.0445279049822,6.96530871563679,7.38736332898547,7.2922323851466,7.35487880038431
"POLA2",8.32298135044237,8.3454045347215,8.37835821658533,7.97156371066588,7.92095452768323,8.13685933552178,8.42898395330833,8.36559513774324,8.5760582291092,8.54233706881157,8.61181811294711,8.3837347827043
"SLC7A11",10.5864048198588,10.5985246158468,10.6187708091842,9.54119671570905,9.47825835946401,9.70982950943621,10.1258581297836,10.1574792565859,10.3720256174784,9.74693846388687,9.6692213663148,9.5945855507942
"CEMIP2",9.43995830587584,9.55349793449584,9.54455207580833,9.29049230237784,9.40082875891015,9.52177618163257,9.88340528649082,9.85703763329438,10.0365182310302,9.99804475798673,9.9645493384813,9.92969896995192
"CADM1",7.75985766791383,7.7768825376141,7.77496957126481,7.56178681870618,7.64853934326378,7.68001051742536,8.26397303801271,8.13614963373263,8.47599580974498,8.45782817178659,8.47426797594325,8.33018269373475
"FLRT3",4.89655679803317,4.81324593201618,4.9764019728251,4.84706007230847,4.88301234407263,5.31216813078325,8.85751836628723,8.86202221602958,9.13781832753817,9.38402529295782,9.41677982604102,9.2560523710126
"APOL2",7.23344016118911,7.10165328268943,7.12562033802632,8.63247778846497,8.61978496777203,8.784382924359,6.72278864208809,6.71075999160598,6.50286473568083,8.50749596275775,8.52436406811308,8.29079861596925
"IFIT5",7.10147661775259,6.97767143944718,7.08738407500902,9.15089537571137,9.03179444894943,9.38828680944924,7.18658089268416,7.11501734252838,7.56980695189231,9.73038686214483,9.74896190652823,9.55396937161209
"FJX1",7.85757626033941,7.67973996238693,7.83580060604353,8.04793565554294,8.00685675424084,8.05554843164555,7.22417327135718,7.26338159639531,7.25491773600183,7.4743008798985,7.51754269319711,7.37405080403078
"FRK",6.64622531368672,6.42820791139916,6.54982473687987,6.23590922116023,6.49288877983335,6.52060098294858,7.11420952456978,7.07685521089536,7.42470434792794,7.321314364161,7.29554297601753,7.06356879224036
"CENPI",8.52503177326114,8.68407434399897,8.75943254888847,7.73470838095758,7.75445861256721,8.11347648662151,8.50282793515786,8.51891211648189,8.81494428987179,8.53664738548371,8.47726521562434,8.44217332679357
"NR5A2",8.72677237731612,8.78491050341472,8.84462782827956,8.31131679743522,8.18985539476223,8.49688139634654,7.69301408641801,7.49868108449132,7.80089656176343,7.2169723406291,7.25474441316149,7.05491617364514
"ALPP",7.76450107551745,7.75174986693979,7.76547310901392,7.88589552289325,7.8469052417889,7.88584111940881,7.2801627584272,7.33625814992786,7.08089527431358,7.13142821253256,7.11087269833031,7.21350047999916
"ALPG",8.13497521612186,8.15262034360521,8.20267672251371,8.12971583511844,8.18597335271788,8.22658128170751,7.56910422363316,7.5978429313799,7.51154502078612,7.39368260539041,7.43910001464958,7.41050613920735
"FUT8",7.86994961007484,7.76736741494822,7.85013060096693,7.69360604100782,7.71271015717172,7.94444420413467,8.28241024406271,8.16953646758876,8.47977584860571,8.29125293402327,8.39719010523597,8.19237887130157
"RICTOR",8.39472708644088,8.35735015390591,8.46630593961111,8.89142189397224,8.71977088851753,9.0418322045853,8.20909135746501,8.07191738444377,8.43729714163641,9.12230856512333,9.02635003546583,8.96154776028587
"FYB1",7.10936554167735,7.10290416450067,7.16683339699535,7.85676674849211,7.81150399469223,7.88161876013439,6.95500332944619,6.64247388938194,6.90978649519758,7.82559199873278,7.6928125166087,7.77347837156413
"SLC25A30",7.07190449523847,7.02408292016106,7.13200135578251,7.27618100343097,7.3037800014102,7.44821190779487,6.78613321393401,6.72417355084762,6.96678690824166,7.36269447321546,7.42745679359542,7.25514729954896
"GPATCH11",6.86419580069125,6.92357617573413,6.88637293604322,6.19788254593776,6.19297530132815,6.4618153721145,7.01077737101995,6.79075466631289,7.31988587787138,6.37665687932911,6.48531234477788,6.21306461257505
"ANKRD18A",7.10464540238673,7.1374056891076,7.13780580222507,6.78131537092106,6.67527565751056,7.10823372104937,7.59781191924891,7.56186095150358,7.80264255389337,7.460837668934,7.44475940522404,7.24848372782092
"IFI6",8.21475907084455,8.24286245799284,8.28220746223612,13.245487034703,13.2492961309381,13.3733445785,8.11073490048123,8.08071329393886,8.26209223151284,13.3012817881749,13.3094167685331,13.2490356686828
"RALGAPA1",7.49338985093907,7.50746504929893,7.5592708123218,7.29624317658842,7.20720663221077,7.58765028685166,7.83346807865383,7.8245799070021,8.17090476927489,7.93040595749971,7.95523940053428,7.77972654943276
"BRWD3",7.40537128245575,7.4243604054395,7.43598263101981,7.6594940664176,7.61697182875751,7.88703880151165,8.08718100303701,8.02095135381967,8.30237185505026,8.33467959484479,8.26803766994072,8.25591644290858
"CALHM5",4.64519868570858,3.98608459236244,4.44309302765001,5.0489137390491,5.2838579903243,5.03107076998181,4.46014952229147,4.61178361192682,4.63734511061746,4.48640499208093,4.54992475296364,4.71733699400662
"TCP11L2",7.35761665353389,7.26402611714838,7.39566575888771,6.90363062952129,6.78735797250812,7.15584135516817,7.93780253987332,7.76133342171854,8.11900047982964,7.69202726590322,7.74197546684665,7.51474955337498
"LINC01619",4.79090808598911,4.45675869233866,4.56039587180665,4.6685121727468,4.7016073825971,4.8186700847594,5.29664773756727,5.20024884915634,5.63439340706053,5.26042731051014,5.400388690815,5.13194953574816
"STEAP1B",5.59817884849452,5.49369307619947,5.5111565306516,5.39700013230616,5.49637486156402,5.43140519999164,6.02317739828701,5.96742865876914,6.15460116984449,5.91781307284083,6.34274212032184,6.07031461784701
"SERINC5",6.91921318010571,6.86807295012072,6.94122356884669,5.86221641127827,5.84769307007737,6.51969998440579,8.01595735128992,7.71851019846566,8.23076651165579,7.63065894630711,7.75426850416856,7.44981856043824
"FRMD3",6.78927772955443,6.65112090447303,6.69457068485146,6.39427223795747,6.4578701706251,6.5096767049583,6.85663805767462,6.73462271716871,6.9683039979144,7.04759624269133,7.18736358047318,7.02197732859164
"KIAA1549L",6.81496645743024,6.71566877881276,6.79788939611008,6.52876761442973,6.47900916468812,6.3471449531486,5.94542418552526,5.94776367424052,5.75799713557196,5.80019087392516,5.83962909602895,5.94313031656708
"RASGRP3",4.95676618877196,4.82281758963092,4.82715571687289,6.01884323186877,6.02232257084164,6.1234735391632,4.87537506693884,4.94306536960965,4.67119100108933,6.53284557279865,6.51899317821574,6.18248411112751
"GCA",5.84414604692519,5.8009291106064,5.84575179542321,6.58659504016846,6.49504562300579,6.72818407330893,5.29867984376389,5.29939013351689,5.26114113314988,5.95259228187446,5.86756064488397,5.84269186371545
"SPDEF",7.09100851442218,7.31970081835181,7.05178455801107,7.31559125861062,7.31972162820926,7.01473862006901,7.84771691778269,7.8431362540723,7.71913287741302,7.45237764394816,7.52858277201738,7.52558078898354
"BAMBI",6.851799007179,6.70514938826015,6.64089527145912,6.85429131766938,7.03954991078977,7.14076240760749,8.01909852852128,8.05614195864203,8.52140110755096,8.0913454760787,8.23678102179714,8.06654376192017
"GALC",5.89536370218256,5.8043721261419,5.86776555480615,5.64843969683386,5.61581078523262,5.84961036721715,7.01417699903087,6.80793843440528,7.31396515031272,7.13259553805609,7.18315311145108,7.05290590620213
"NOCT",7.28584121831132,7.34175102670782,7.36824653564389,8.09029313963796,8.08393045784149,8.30323672800487,7.29178003880319,7.38400629512983,7.32479366803942,7.69194209413414,7.71473593479998,7.57969417469729
"SNORD82",9.89472102134818,10.0824318950681,10.1913441090474,9.64854612642667,9.83751722746472,10.0914333648383,9.58884474944605,9.44792061750047,9.36588069398437,9.39783412620479,9.30710190690539,9.14177713348415
"PRKD2",7.5070508767869,7.43943203017159,7.52554902828792,8.47778911794748,8.54110496787314,8.57954065208841,7.26352180964324,7.29298005794562,7.34249036760007,8.67161347660585,8.75570749305274,8.53145254095482
"SUMF2",9.25504419346083,9.22104558099353,9.28390164560661,8.86335174784318,8.84823658328808,8.93939192878342,9.46911880703974,9.4792282449889,9.73507666827794,9.59405346132643,9.63551767910639,9.48742080475066
"RTTN",6.49911320082341,6.45719444264016,6.6018425301931,6.16112974298366,6.1909290455018,6.46118397026965,7.43855172107763,7.3586135785662,7.66226176749165,7.34154939168493,7.38025252679011,7.18574044604098
"ATL3",8.12777598250587,8.19771986454878,8.1700445380269,7.6519021366505,7.47588951233252,7.85937884551151,8.21945244287635,8.12695273175585,8.39831750335323,7.98388122554241,7.94138385898454,7.81406842135235
"NALCN",6.47455054477418,6.39335735971961,6.43803417108277,5.90353083330866,5.91984026228039,5.91832341047141,6.16681300568365,6.079973974799,6.1753098772375,5.91773078510095,5.92217842161449,5.95028936019911
"ASPM",9.97777755572525,10.0129316758723,10.0780625195686,9.33033727672352,9.3689260278649,9.55245484110358,10.1296714107,10.0849170614125,10.2468007709342,9.75881960985455,9.8383291224964,9.721067669573
"NIPSNAP3A",6.60915505690816,6.62671092914972,6.70325532196328,6.63844279995049,6.75622875367158,6.88425814047026,6.68109646766896,6.54538738407638,6.838232558596,7.21265104048815,7.2482750130951,7.18475799719832
"HEATR5A",8.11800239500908,8.08704337910747,8.20890191964696,7.72248347206847,7.70489885655811,8.02151849537273,8.48953272960692,8.42226738117884,8.76075021310521,8.4745869315266,8.44414492012715,8.33889677174115
"SAMHD1",7.65531805435342,7.67408735184053,7.72164113645564,10.0426601813205,9.98615522282724,10.2824428889162,7.75154738244827,7.65146840798959,8.04089773132683,10.3678814403147,10.3309234204671,10.3075247551981
"TIPARP",7.97530909288426,7.96574883270827,8.0351438912419,7.99187612683235,7.98055035559545,8.04230287930413,7.31997779016636,7.28622167398227,7.3641819539307,7.47685068606823,7.47689595945227,7.41185681246702
"IBTK",8.57147257243799,8.66117747862861,8.73907027902805,8.48241639431595,8.33944226202457,8.71304638479659,7.84607734636882,7.72674653918911,8.11629244866756,8.08124001384924,8.07675715234844,7.95436776867976
"RNF167",8.82596673892179,8.7898611107172,8.88307336785174,8.354896407553,8.41028810626591,8.55337398025305,9.03453496233898,8.94621492405926,9.17613992248135,9.04632707154564,9.12762338291562,8.9469275970516
"SPATS2L",8.22069437046776,8.22156160582939,8.2976457551981,8.81688032367398,8.76506100318412,8.94265771938647,8.16911647337994,8.09719678813912,8.27400567497634,9.14270132694674,9.10718364776983,9.07049904888478
"ATRNL1",5.06357546865138,4.9966999494898,5.03472466515119,4.42982986513955,4.52771276314918,4.57089867494701,3.88614134944875,3.99087794362948,3.92625079841023,3.77679147947469,3.75588685348783,3.78330560594037
"MAGI3",7.06400556537174,7.08286127701708,7.20345516581611,6.67784652150038,6.71534061569101,6.8739828510808,7.72064610533714,7.68619598153856,7.99270955311298,7.56339067976266,7.62354066639655,7.45374119654017
"SLITRK5",6.45618948285152,6.32522482295966,6.3861460461316,6.10616206847752,6.24531184662714,6.44161710746265,7.07054780791387,6.93650645371334,7.20378492339704,7.08008087481662,7.0831455824623,7.02546887825946
"PYGO1",4.73002928328611,4.82080721312816,5.05013283046264,4.6169244588477,4.81617247073731,5.07500864262195,5.43156878027184,5.32940920305786,5.63871892989811,5.08785168199101,5.33180786486524,4.95109627321848
"TCTN3",8.08776969398251,7.99347848892206,8.13141913225955,7.7750368957504,7.69083944174026,7.95040781224978,8.39346004157925,8.28715813703138,8.60995339237773,8.45237670962331,8.48937520666053,8.28378007128035
"ABCA12",4.31161699634907,4.25757904504332,4.33241341857407,3.94280669227507,3.87965466443696,3.99419345681865,3.73806783338309,3.76494372059913,3.6273493514144,3.64920875133444,3.57573747900295,3.75881137975946
"STEAP2",7.17699224805655,7.28795691264918,7.20920397042934,6.75314585498535,6.55647079572947,6.9106471951753,7.88704480219789,7.84890314615151,8.10875936742296,8.0751760337394,8.1180491163751,7.91636174146573
"GATA3",6.6511267900942,6.47740246454101,6.54005008638222,7.11494867874798,7.16357472106528,7.0252640947731,6.57082536668092,6.61190236039242,6.54817929688792,6.96603081210986,6.98121276693705,6.96440171367492
"BLOC1S6",7.23348837656927,7.19272838039665,7.26845265935848,6.63698687560808,6.50523844540635,6.86779141672986,7.21735103970878,7.30904793620789,7.54006749651368,7.04283101765509,6.94373852526624,6.83947595891339
"GATA6",6.80437321617589,6.71554628615343,6.84195064011859,7.22682839762789,7.23414534460658,7.25655411267102,7.65590892684175,7.50686436958523,7.51996249491891,7.97093539600571,8.19194654678706,7.92664749594523
"AK5",6.09398036123032,5.97448385169075,5.99060294040906,5.56297676840962,5.56206174824957,5.65463040780984,5.20115350816728,5.18858644827863,5.14097271456195,5.09488948648455,5.10161075879767,5.15593855987577
"EHF",5.72681108884461,5.63459017472124,5.62550708645496,5.92412019786373,5.86476505711107,5.93026316262784,6.96124578301693,6.84162658429374,7.20503682428729,7.38624841426969,7.44609679936636,7.23551147074109
"GBP1",4.72319155143244,4.81005231035228,4.78283475442079,6.06188501193146,6.06443016655259,6.28756226261488,4.79975792100524,4.80181162701924,4.59025820589453,6.0816831637349,6.01948155504623,5.97652585604509
"GBP3",4.73611269961431,4.62814375110954,4.56422100412348,6.54668010216319,6.5598876530625,6.99547425986232,4.71588247266457,4.70231942071188,4.48266358581667,6.68629721058545,6.59407313509336,6.4454482202253
"GCH1",6.24479700367338,6.19120339945667,6.21713075304539,6.80232347456302,6.68548612052909,7.09019407642916,6.25519015292222,6.04653516743,6.3998657364325,7.06832112579164,7.16412512273525,6.91632537538935
"GCNT1",6.25398961633214,5.97042106841306,5.89960787697929,5.59403917599082,5.73984589032367,5.89047387499032,5.00390680783417,5.34256506537965,5.13973263641849,5.40732761289425,5.44176711605005,5.54035633407987
"GCNT2",7.28194521987829,7.23114221161369,7.33440876373026,7.24449010152995,7.27081784592666,7.42266877801878,6.6308167109821,6.58096810730592,6.82340828106911,7.06820793435647,7.02517942534814,6.90846480272881
"AGO1",5.44141792611237,5.46875315421458,5.60130734425256,4.54639197728976,4.77762415105372,4.95641487037935,5.63008145043211,5.64225422675452,5.70361952850022,4.95189650400154,4.91822736921117,4.57301884340329
"GFPT1",9.11369936864148,9.07434673891312,9.14458914171024,8.97195927897059,8.8843587386306,9.15209446754428,8.49140212011257,8.35681694100183,8.7287109204999,8.64364814882357,8.57630646588193,8.53016204658833
"GFRA1",8.61838934683984,8.75838050682009,8.70615571963165,7.60422540299182,7.46336378138526,7.78437881297004,7.190836579985,7.3454433288393,7.50034722531148,6.97124739994058,6.90226897081657,6.80586204008746
"RPS6KC1",6.86612636857053,6.80250780961292,6.91589161566927,7.49656073212569,7.45839749768318,7.76212174495957,6.88008361100172,6.78694816972166,7.0663604726566,7.73913067901071,7.75581051094438,7.58100045362715
"HAVCR1",10.6689947430291,10.5949744496448,10.6941172025318,10.4290335651868,10.3479225849528,10.5428533548839,9.64395058543108,9.6213096257672,9.83368491316056,10.4420180676973,10.3897875711132,10.3046780018238
"SNORA72",5.71796953089112,5.39535497686873,5.73643249818774,5.20783261053156,5.38476417994555,5.88548897401718,4.79310050694339,4.60751510260967,4.83202014800308,5.10741684708365,5.17341547710674,4.90485686585581
"STEAP1",6.19312786800596,6.27247312004158,6.4109647952825,5.9932566691188,6.33667684015496,6.47962996330902,8.02380369120899,7.79207158037343,8.25930615403115,8.47830804980458,8.63492369316905,8.36583233453407
"COPG2",7.96865879761087,8.03706456009166,8.05576216196482,7.49401498675671,7.42179470414372,7.80287401227322,8.15752873087349,8.1574187069532,8.42658467348789,8.24998399400844,8.3066397758037,8.12305030340478
"NBEA",6.74954142120195,6.73515909981696,6.82526391237212,6.18725653568858,6.16989572773782,6.39340212383423,7.08773817390056,7.03747639468181,7.38188147957421,7.03252263840013,6.95325322656111,6.80255277165322
"GJA1",8.98361646771355,8.84085529345799,8.95855382952144,8.81994294376619,8.78804986663643,9.14436846613776,10.4883450501005,10.3949216398189,10.5637726359151,10.2786691316266,10.2581425664147,10.2182708445286
"CYFIP2",8.35518562197922,8.35920841019823,8.49116625233554,7.98116519783474,8.0179888381144,8.1184797211507,7.01225472371403,6.97198993483977,7.10942932719774,6.78800463989928,6.75462352600078,6.78995053846441
"NOX1",4.23679587105963,4.25660910407216,4.28900657869578,4.44801804851954,4.54720999159575,4.07631159719714,5.17494674156312,5.07371447081105,5.41420225532689,5.54796517249346,5.73829613350991,5.51808415063308
"LAMP3",5.82959774358108,5.77260490204338,6.05848671182828,9.03405424756383,9.12601609545806,9.24504696397812,5.80907390180876,5.72353406086232,5.7036039318402,9.31645631545227,9.29816592932147,9.18589530624423
"TSPAN13",7.41561379672243,7.37424067756286,7.47820122529734,7.03885910975751,7.11483909572072,7.24165015706009,8.45082048348069,8.43351840921324,8.69051905759358,8.67538056022551,8.72852522103185,8.62901371561402
"DMAC2L",6.77556991895382,6.85328836542739,6.9001863329081,6.54854497650368,6.42271650293072,6.69992688875895,6.93834233025446,7.01913792659888,7.20271771556876,7.11108354816111,7.07020335987296,7.00735248238917
"PDE7B",8.17691259000575,8.1957467288923,8.24108773559361,7.88331948194627,7.8772949819729,8.03217759812078,8.20679723006158,8.12251335171484,8.40643008134553,8.47558071474586,8.55452837439233,8.37538538975409
"INVS",7.64384252852434,7.52758897262129,7.68033944668837,6.88533497171821,6.91555025282007,7.15622525036821,7.56414667109483,7.52112756543993,7.81132641160178,7.50126507404088,7.48543949798919,7.32307621327644
"FILIP1",5.13850808394607,5.01798645336301,4.98869373017712,5.11749539843385,5.13078533745488,4.81696288485928,6.09206662418247,6.30682344620283,6.26358959160567,5.91063012017957,5.9973189370479,5.78291162588857
"SESN1",5.68620259987339,5.50755424528737,5.63694712726242,5.63933981077037,5.59206102999259,5.88200477615371,4.85889998453651,4.88970847229264,4.91794401351006,4.92424207380373,4.92967554305161,4.86462254838544
"SRPX2",6.06587308257477,5.86745005571638,6.12398195163185,5.69906984211725,5.73948074848228,5.61613186015976,6.81258100951402,6.82355970111149,6.96352589642114,6.56256583755797,6.67414805854562,6.45858732086781
"RND1",5.96264901638333,5.95716282516948,5.88100903170514,6.69192797470915,6.79910190720794,6.89428200543385,6.04214188733734,6.26059968016379,5.87189387588166,6.15714181635805,6.19857167997071,6.3349040984795
"RBMS3",6.29448980155617,6.35131279167602,6.43078129605282,6.32098683423192,6.30214975112482,6.31083411437109,7.23875504537433,7.14600375197845,7.56700020665258,7.44601020458533,7.51192777931153,7.30746518107081
"RAB30",5.20368912844472,4.7914178101178,4.80755833352103,4.71479254808922,4.96499194047985,5.00220154085668,5.48089845615941,5.23373569821705,5.73384581206946,5.20860950338492,5.28137067796604,4.68282354819967
"TOX3",5.61486363872577,5.5488052034489,5.48491275172131,5.34840718930902,5.50359949514082,5.36829042418278,6.15590270254711,6.27327551943691,6.1962331597041,6.11150858105916,6.03820796865142,6.0912355755724
"TMEM97",9.83548116454576,9.87334179736319,9.93580604814069,9.2446157135292,9.17268322973004,9.38028116963273,9.62536266681159,9.57622204750542,9.71796525378057,9.57622346698462,9.58373527287331,9.44491657662085
"STK39",7.92392218361227,7.92595012379493,8.02471124020362,7.5532546563494,7.56690271153604,7.84051770232053,7.32993201480316,7.31879831539451,7.66417792796462,7.4453150825081,7.42330956431625,7.26923858597629
"APOBEC3C",8.94047388948843,8.83250869404475,8.93505913765648,8.75852956188704,8.81035944784469,8.87352506812126,8.31440272829612,8.25597700335322,8.44222308221534,8.67587480730437,8.66224437615102,8.60886282867983
"GLRB",5.04093110395794,4.99355454660858,5.03206456631878,4.92351810968381,4.90612904528986,4.98687177417105,5.70448741996643,5.37642910215986,5.93059091587705,5.5720645594083,5.52872626164504,5.17612332312661
"GLS",8.52778175493613,8.52203273032899,8.524891299585,8.07086328419587,7.84543835058138,8.22114193237889,6.94696925210954,6.88860348468516,7.13995612500391,6.82376256523593,6.71269309526183,6.56764218524774
"GNG11",7.40879309350828,7.26115026132637,7.38983860277503,7.30167692635242,7.32606954326598,7.48886198816703,7.9811630230462,7.69209977504357,8.0160708244928,8.06746579716772,8.11751867835596,7.99008898133754
"GOT1",8.85687322674285,8.8529464380469,8.92772320754267,8.46027145259012,8.36331093371929,8.6039955080758,8.31517922953166,8.28765754368293,8.52156087757804,8.21500440133136,8.28958053848738,8.18818204321978
"SFN",10.1898418381521,10.1951575349572,10.2750831516956,10.1782031045295,10.2143710948188,10.3130194871327,8.98480407238782,9.11870002205229,9.07240505852713,9.08092317897408,9.10189137996259,8.97333540907375
"SLCO4A1",8.91015710933483,8.71773903488799,8.78746353619208,8.81353883539643,8.68774044745408,8.71038377244303,7.83486854628926,7.83920654629303,7.83364095397084,7.73369294285947,7.714154712135,7.70957063828079
"IFNL2",6.36389662675105,6.38686253497517,6.23843078298427,10.4263312867803,10.5443831965737,10.7384473898746,6.09102780577757,6.54961758240027,5.86411524878768,9.57093905637873,9.53683264624535,9.25947230737094
"IFNL3",7.64046906604427,7.63785043673086,7.18521367724776,10.3899298650942,10.5922085294989,10.5772677427174,7.22062885461584,7.51648958695763,7.23198089419285,9.54156912364201,9.6374933871592,9.41989223644702
"IFNL1",6.07686120472956,6.39913856768111,6.03643431283894,9.9635231493787,10.1423553620712,10.2401470160278,6.1909927128097,6.5549932150082,6.09341909514251,9.1623648783528,8.93236389058747,8.71272113060794
"POC1B",7.90917030698651,7.8750407963543,8.03146001958017,7.7028356145731,7.72984362756933,8.06990642093303,8.92849736451493,8.82814484098658,9.13865533175769,8.87337400595525,8.86922327335288,8.75735084497815
"LINC00294",7.59440247817779,7.52540531391012,7.6629395439961,6.76607426762421,6.82106444898211,7.0641331736106,7.44808873820265,7.46929501488332,7.77035469886746,7.28982534666349,7.26212729519387,6.95658061951386
"GAS2L3",7.50722039539368,7.55422965620965,7.5730270897539,6.79987386749742,6.81785972477757,7.16003495910337,7.68331273200614,7.53179586909951,7.89408255881333,7.32808588457559,7.25126037706571,7.22491333328907
"HNF1A-AS1",6.796797206461,6.66061323375639,6.57388273270089,6.56033789237707,6.27638478965871,6.3048956489323,7.16019354818784,7.50725684911276,7.85701750921929,7.67641304846495,7.77951535097677,7.20982228800506
"SLC46A3",6.42656805460269,6.27142931980301,6.48227431371328,5.87319942264833,5.79434897290362,6.01265146472233,6.63436088296535,6.53379479746016,6.7604235249152,6.30134628483351,6.40438573076139,6.32539390884289
